name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Sentul West,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.178682,101.685436
Sentul,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.182625,101.688819
Kentonmen,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.195754,101.67961
Batu Kentonmen,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.1982459999999997,101.681163
United Point,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2019,None,None,None,None,None,3.1916919999999998,101.655263
Sentul,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1784675,101.6955325
Sentul Timur,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1858559,101.6953546
Titiwangsa,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1735078999999997,101.69531009999999
Putra,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line | KTM Port Klang Line,,1995,None,None,None,None,None,3.165363,101.69093199999999
Taman Batu,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line,,1995,None,None,None,None,None,3.2049291,101.67351359999999
Titiwangsa,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.174771,101.696166
Titiwangsa,Monorail,None,monorail,transportation,KL Monorail,,2003,None,None,None,None,None,3.173192,101.6960217
Kampung Batu,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2058259999999996,101.67543
PWTC,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1663354999999997,101.6935757
Sekolah Menengah Kebangsaan Taman Tun Dr. Ismail,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14675,101.624
Sekolah Kebangsaan Taman Tun Dr Ismail 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15332,101.62
The children's house - TTDI,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1435703,101.6290248
Sekolah Kebangsaan Taman Tun Dr. Ismail (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1456,101.631
Smart Reader,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Malaysian,3.1416401,101.626529
Mantissa College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.141232,101.628341
Sekolah Kebangsaan Damansara Utama,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.140003,101.622771
Sekolah Menengah Kebangsaan Bandar Utama,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14299,101.61425
Sekolah Menengah Kebangsaan Damansara Utama,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.136349,101.62550300000001
Brainy Bunch  - TTDI Kuala Lumpur,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1372969,101.6306966
Sekolah Kebangsaan Bandar Utama Damansara 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1410299999999998,101.614246
Sekolah Kebangsaan Bandar Utama Damansara (4),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.151993,101.61121700000001
Sekolah Jenis Kebangsaan (Cina) Puay Chai 2,Primary,['Jenis Kebangsaan (C)'],cluster,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.146541,101.610986
Sekolah Menengah Kebangsaan Bandar Utama Damansara (4),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.154266,101.61115699999999
UCSI College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.133354,101.624172
British Council - The Curve,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.158156,101.611419
COSMOTOTS iqd - Damansara Utama,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Local Curriculum,3.132906,101.623485
Sekolah Kebangsaan Sg Penchala,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.165438,101.625782
Sekolah Menengah Kebangsaan Bandar Utama Damansara (2),Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.139251,101.61086
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Damansara,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.130676,101.63124499999999
Sekolah Menengah Kebangsaan Damansara Jaya,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.131193,101.61608299999999
Sekolah Menengah Kebangsaan Bandar Utama Damansara 3,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1400639999999997,101.606583
First City University College,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.1380529999999998,101.60706400000001
Joykids International Preschool,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.151447,101.6028798
British International School Kuala Lumpur,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1362464,101.6068523
Sekolah Menengah Kebangsaan Seri Hartamas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.15748,101.647
Sekolah Kebangsaan Bandar Utama Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.131949,101.608122
Integrated Islamic School Kota Damansara,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1525477000000004,101.6004628
Garden International School Early Years Centre,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.158849,101.64733299999999
Ecole De Patisserie,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.165037,101.6058
Sekolah Kebangsaan Taman Sea,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.124168,101.626063
Sekolah Jenis Kebangsaan (Tamil) Ldg Effingham,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.132672,101.603873
Trinity Kids - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,International,3.1674535,101.644195
Sekolah Kebangsaan Damansara Jaya (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.123527,101.616475
Pusat Pakar Ortopedik Quill Orthopedic Specialist Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1525534,101.6203102
Hospital Pakar Damansara (Damansara Specialist Hospital),Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1373783,101.62754190000001
Klinik Desa Damansara,Clinic,None,clinic,healthcare,None,,None,Government,Petaling Jaya,Petaling,None,None,3.1289,101.63158
Bandar Utama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1466540000000003,101.618652
Bandar Utama,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.144215,101.6193308
Taman Tun Dr Ismail (Ttdi),MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.135971,101.630782
Kayu Ara @ Damansara Utama,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.135215,101.616997
Mutiara Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.155134,101.60884899999999
Bu11 @ Tropicana,LRT,None,lrt,transportation,LRT Bandar Utama-Klang Line,,2020,None,None,None,None,None,3.133365,101.606185
Phileo Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.12915,101.64285799999999
Sekolah Kebangsaan Menjalara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.193969,101.637578
Sekolah Menengah Kebangsaan Menjalara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.193501,101.636275
Kolej Tingkatan Enam Desa Mahkota,Secondary,['Kolej'],secondary,education,None,,None,Public School,None,None,['Kolej'],None,3.188694,101.639831
Sekolah Jenis Kebangsaan (Cina) Kepong 3,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.18853,101.640709
The International School @ Parkcity,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1879,101.6376
Sekolah Menengah Kebangsaan Sinar Bintang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1886799999999997,101.645
Sekolah Kebangsaan Seri Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1912700000000003,101.647
Brainy Bunch - Bandar Manjalara (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1938767000000006,101.6301282
Sekolah Menengah Kebangsaan Kepong Baru,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1977700000000002,101.647
Sekolah Kebangsaan Taman Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19895,101.648
Sekolah Menengah Kebangsaan Taman Bukit Maluri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20245,101.634
Sekolah Jenis Kebangsaan (Tamil) Ladang Edinburgh,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.2025799999999998,101.633
Sekolah Kebangsaan Taman Bukit Maluri,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.2037,101.633
Sma Kuala Lumpur,Secondary,['SMK Agama'],secondary,education,None,,None,Public School,None,None,['SMK Agama'],None,3.1973700000000003,101.626
Sekolah Kebangsaan Kepong Baru,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.205899,101.645528
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Sekolah Kebangsaan Taman Seri Sinar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18827,101.654
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Sekolah Jenis Kebangsaan (Tamil) Segambut,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.195592,101.658441
Lycee Francais de Kuala Lumpur (LFKL),Primary Secondary Kindergarten,None,primary,education,None,,None,International School,None,None,None,French,3.1790657,101.653807
Tzu Chi International School,Primary Secondary A-Levels,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.2095517000000005,101.6495568
Sekolah Kebangsaan Bandar Baru Sri Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.206248,101.62431600000001
Sekolah Kebangsaan Segambut Makmur,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1811,101.65700000000001
Hibiscus International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1900275000000002,101.6602254
Pintar College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.2146369999999997,101.635976
Montessori Kids Academy,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.195385,101.616422
Sekolah Jenis Kebangsaan (Cina) Kepong 1,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.214727,101.634847
Mont'Kiara International School (MKIS),Elementary Middle High Kindergarten,None,elementary,education,None,,None,International School,None,None,None,International Baccalaureate (IB) American,3.1737515,101.65315859999998
Sekolah Kebangsaan Bandar Sri Damansara 3,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.187781,101.616104
Sekolah Jenis Kebangsaan (Cina) Kepong 2,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.215564,101.634744
Brainy Bunch  - Sri Damansara,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.187011,101.615323
Trinity Kids - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,International,3.1674535,101.644195
The children's house - Aman Walk,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1722407,101.65481940000001
Trinity Kids - Summer Suites KL,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.167454,101.646384
Garden International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.16799,101.648877
Parkcity Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1894857000000005,101.63829009999999
Klinik Pakar Wanita Kepong Dan Pusat Bersalin,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.2131060000000002,101.64611020000001
Global Doctors Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1683383,101.6488143
Kepong,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2025,101.63722220000001
United Point,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2019,None,None,None,None,None,3.1916919999999998,101.655263
Kepong Sentral,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2079459999999997,101.628578
Sri Damansara East,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.198734,101.621178
Kepong Sentral,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.2086111,101.6280556
Kepong Baru,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.211774,101.647816
Metro Prima,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.2145669999999997,101.64065699999999
Jinjang,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.209457,101.65561600000001
Segambut,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.1863889,101.6638889
KTAC - Cybernetics International College of Technology,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.1307009999999997,101.73423100000001
YPC International College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.129464,101.734576
Kolej Universiti Poly-Tech MARA (KUPTM),Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.128428,101.738362
Sekolah Menengah Kebangsaan Pandan Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.13656,101.737886
Taylor's International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1373,101.7314
Taylor's International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1373,101.7314
Sekolah Kebangsaan St. Gabriel,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1361,101.73
Sekolah Menengah Kebangsaan St. Gabriel,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.135732421,101.7294637
