name,sub_type,category,line_name,type,latitude,longitude
Sekolah Jenis Kebangsaan (Cina) Thian Chin,primary,education,,Public School,2.306232,111.891981
Sekolah Kebangsaan Ulu Sg Merah,primary,education,,Public School,2.297016667,111.9219
Sekolah Jenis Kebangsaan (Cina) Nang Sang,primary,education,,Public School,2.3325,111.86527779999999
Sekolah Jenis Kebangsaan (Cina) Do Nang,primary,education,,Public School,2.332687,111.865454
Sekolah Kebangsaan Batu 10 Jalan Oya,primary,education,,Public School,2.29719,111.95003600000001
Sekolah Kebangsaan Nanga Bon,primary,education,,Public School,2.33,111.96
Sekolah Menengah Kebangsaan Jalan Oya,secondary,education,,Public School,2.3358,111.95438329999999
Sekolah Kebangsaan Seri Bekok,primary,education,,Public School,2.297192528,103.1335974
Sekolah Jenis Kebangsaan (Cina) Bekok,primary,education,,Public School,2.294823359,103.1286997
Sekolah Jenis Kebangsaan (Tamil) Bekok,primary,education,,Public School,2.2959208419999997,103.1280184
Sekolah Menengah Kebangsaan Bekok,secondary,education,,Public School,2.294769758,103.12231059999999
Klinik Kesihatan Bekok,clinic,healthcare,,Government,2.2980099999999997,103.13418
Sekolah Menengah Kebangsaan Agama Sibu (S),secondary,education,,Public School,2.3372,111.84038329999998
Sekolah Kebangsaan Agama Sibu,cluster,education,,Public School,2.336983,111.835917
University College of Technology Sarawak (UCTS),tertiary,education,,Private University College,2.341257,111.844007
Sekolah Menengah Kebangsaan Sagil Tangkak,secondary,education,,Public School,2.30003,102.60754
Sekolah Jenis Kebangsaan (Cina) Chee Chuin,primary,education,,Public School,2.307883222,102.61577009999999
Sekolah Kebangsaan Sagil Kampong,primary,education,,Public School,2.28903,102.6151
Sekolah Kebangsaan Puteri Ledang,primary,education,,Public School,2.3244,102.62453000000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Sagil,primary,education,,Public School,2.314920972,102.6383865
Klinik Desa Kampung Sagil,clinic,healthcare,,Government,2.3035900000000002,102.61196
Klinik Kesihatan Sagil,clinic,healthcare,,Government,2.303595,102.611964
KLT - Kolej Laila Taib,tertiary,education,,Private College,2.341377,111.84004399999999
Woodlands International School,primary,education,,International School,2.3428139999999997,111.841968
Sekolah Kebangsaan Sg Aup,primary,education,,Public School,2.3507833330000003,111.82653329999998
Sekolah Kebangsaan Kg Bahagia Jaya,primary,education,,Public School,2.352183333,111.85758329999999
Sekolah Kebangsaan Durian Tunggal,primary,education,,Public School,2.3177060000000003,102.284667
Sekolah Jenis Kebangsaan (Tamil) Durian Tunggal,primary,education,,Public School,2.327783399,102.2995822
Sekolah Kebangsaan Belimbing Dalam,primary,education,,Public School,2.32032181,102.26034
Sekolah Kebangsaan Parit Melana,primary,education,,Public School,2.34117,102.264481
Sekolah Jenis Kebangsaan (Cina) Pay Fong 1,primary,education,,Public School,2.2974099999999997,102.245281
Klinik Desa Belimbing Dalam,clinic,healthcare,,Government,2.31867,102.25918
Klinik Desa Pantai Belimbing,clinic,healthcare,,Government,2.34215,102.25408
Sekolah Jenis Kebangsaan (Cina) Kiang Hin,primary,education,,Public School,2.3545833330000003,111.87251670000002
Sekolah Kebangsaan Durian Chondong,primary,education,,Public School,2.358033795,102.80845459999999
Sekolah Jenis Kebangsaan (Cina) Kepong,primary,education,,Public School,2.34573,102.83018
Sekolah Kebangsaan Seri Jaya,primary,education,,Public School,2.342873305,102.7880538
Sekolah Menengah Kebangsaan Tun Sri Lanang,secondary,education,,Public School,2.339191025,102.78833809999999
Sekolah Kebangsaan Bukit Kepong,primary,education,,Public School,2.3452,102.84376
Klinik Desa Bukit Kepong,clinic,healthcare,,Government,2.34567,102.83049
Klinik Desa Sri Jaya (Felda),clinic,healthcare,,Government,2.34377,102.78773000000001
Klinik Desa Kampung Tui,clinic,healthcare,,Government,2.354833,102.84229599999999
Klinik Kesihatan Bukit Serampang,clinic,healthcare,,Government,2.36313,102.78394
Klinik Kesihatan Bukit Gambir,clinic,healthcare,,Government,2.363141,102.783946
Sekolah Menengah Kebangsaan Labis,secondary,education,,Public School,2.375171892,103.0145288
Sekolah Kebangsaan Sri Labis,primary,education,,Public School,2.381823399,103.0174363
Sekolah Jenis Kebangsaan (Tamil) Labis,primary,education,,Public School,2.382526871,103.0176187
Sekolah Kebangsaan Labis,primary,education,,Public School,2.3809169999999997,103.023317
Sekolah Jenis Kebangsaan (Cina) Labis,primary,education,,Public School,2.388619588,103.01847159999998
Sekolah Jenis Kebangsaan (Cina) Karas,primary,education,,Public School,2.355471772,103.0370218
Sekolah Menengah Kebangsaan Munshi Ibrahim,secondary,education,,Public School,2.39435,103.0191
Klinik Kesihatan Labis,clinic,healthcare,,Government,2.38043,103.0189
Klinik Desa Sungai Karas,clinic,healthcare,,Government,2.3534599999999997,103.038
Sekolah Menengah Kebangsaan Kamarul Ariffin,secondary,education,,Public School,2.3997,103.0309
Sekolah Kebangsaan Felcra Bukit Kepong,primary,education,,Public School,2.38122,102.91682
Sekolah Menengah Kebangsaan Felcra Bukit Kepong,secondary,education,,Public School,2.383219622,102.9171082
Sekolah Kebangsaan (Felda) Chemplak,primary,education,,Public School,2.379081867,102.9456872
Klinik Desa Bukit Kepong (Felcra),clinic,healthcare,,Government,2.3791700000000002,102.915
Klinik Desa Chempelak,clinic,healthcare,,Government,2.3786099999999997,102.9475
Sekolah Kebangsaan Seri Pantai,primary,education,,Public School,2.391029654,103.85806740000001
Sekolah Menengah Sains Sultan Iskandar,cluster,education,,Public School,2.3907902880000003,103.8516301
Sekolah Menengah Kebangsaan Anjung Batu,secondary,education,,Public School,2.412877633,103.844887
Sekolah Kebangsaan Sri Mersing,primary,education,,Public School,2.4188697219999997,103.8446403
Sekolah Jenis Kebangsaan (Cina) Pai Chee,primary,education,,Public School,2.42478675,103.8427305
Sekolah Menengah Kebangsaan Pai Chee,secondary,education,,Public School,2.424743873,103.84230140000001
Sekolah Menengah Kebangsaan Sri Mersing,cluster,education,,Public School,2.42996,103.84258
Sekolah Jenis Kebangsaan (Tamil) Mersing,cluster,education,,Public School,2.42996,103.84258
Sekolah Kebangsaan Bandar Mersing,primary,education,,Public School,2.4312825869999997,103.84321329999999
Hospital Mersing,hospital,healthcare,,Government,2.429132,103.84569
Sekolah Kebangsaan Lktp Tenang,primary,education,,Public School,2.442532318,103.0404979
Sekolah Menengah Agama Al-Khairiah Al-Islamiah,secondary,education,,Public School,2.435822152,103.8371408
Sekolah Kebangsaan Mersing Kanan,primary,education,,Public School,2.438743115,103.8345605
Sekolah Rendah Agama Bersepadu Mersing,primary,education,,Public School,2.44928,103.83057
Sekolah Menengah Kebangsaan Mersing,secondary,education,,Public School,2.4537400000000003,103.82914
Klinik Kesihatan Mersing Kanan,clinic,healthcare,,Government,2.436755,103.834298
Sekolah Kebangsaan Sawah Dato',primary,education,,Public School,2.4663,103.81911
Sekolah Kebangsaan Paya Jakas,primary,education,,Public School,2.4243740590000002,102.6742691
Sekolah Jenis Kebangsaan (Tamil) Ladang Nagappa,primary,education,,Public School,2.432378623,102.6838017
Sekolah Jenis Kebangsaan (Cina) Jementah 1,primary,education,,Public School,2.438075849,102.68547
Sekolah Jenis Kebangsaan (Cina) Jementah (2),primary,education,,Public School,2.43785,102.68648329999999
Sekolah Menengah Kebangsaan Jementah,secondary,education,,Public School,2.444893195,102.686516
Sekolah Menengah Kebangsaan Seri Jementah,secondary,education,,Public School,2.450263438,102.6864195
Sekolah Kebangsaan Jementah,primary,education,,Public School,2.450366667,102.6869833
Sekolah Jenis Kebangsaan (Cina) Kebun Bahru,primary,education,,Public School,2.3933299999999997,102.68423
Sekolah Kebangsaan Ladang Welch,primary,education,,Public School,2.458082945,102.6545388
Klinik Kesihatan Jementah,clinic,healthcare,,Government,2.43948,102.68464
Klinik Desa Kebun Baru,clinic,healthcare,,Government,2.39487,102.68477
Sekolah Kebangsaan Intan Perdana,primary,education,,Public School,2.4487759999999996,101.874051
Sekolah Menengah Kebangsaan Intan Perdana,secondary,education,,Public School,2.4494437999999996,101.874273
Sekolah Menengah Agama Telok Kemang,secondary,education,,Public School,2.443658,101.866842
Sekolah Kebangsaan Telok Kemang,primary,education,,Public School,2.454439,101.859
Sekolah Kebangsaan Pasir Panjang,primary,education,,Public School,2.4263689999999998,101.929603
Sekolah Jenis Kebangsaan (Tamil) Ldg Sungala,primary,education,,Public School,2.469992,101.880381
Sekolah Jenis Kebangsaan (Cina) Chung Hua Pasir Panjang,primary,education,,Public School,2.42789,101.93299999999999
Klinik Desa Teluk Kemang,clinic,healthcare,,Government,2.45516,101.8569
Klinik Desa Sawah Datok,clinic,healthcare,,Government,2.472,103.81344
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Telok Kemang,primary,education,,Public School,2.46183,101.85700000000001
Hospital Port Dickson,hospital,healthcare,,Government,2.4778029999999998,101.855201
Sekolah Kebangsaan Tenglu,primary,education,,Public School,2.487,103.80545
Sekolah Jenis Kebangsaan (Tamil) Ladang Voules,primary,education,,Public School,2.460977063,102.9578215
Sekolah Kebangsaan Tenang Stesen,primary,education,,Public School,2.468206969,102.9565877
Sekolah Menengah Kebangsaan Tenang Stesen,secondary,education,,Public School,2.46914487,102.95691490000002
Sekolah Jenis Kebangsaan (Cina) Ai Chun,primary,education,,Public School,2.468228406,102.95575620000001
Klinik Desa Tenang,clinic,healthcare,,Government,2.46579,102.9581
Klinik Desa Tenang Station,clinic,healthcare,,Government,2.4659299999999997,102.95779
Sekolah Kebangsaan Sawah Bahru,primary,education,,Public School,2.4716,103.0190667
Sekolah Jenis Kebangsaan (Tamil) Kem Askar Melayu,primary,education,,Public School,2.4894830000000003,101.850369
Sekolah Kebangsaan Sungala,primary,education,,Public School,2.4979810000000002,101.86036899999999
Sekolah Kebangsaan Si-Rusa,primary,education,,Public School,2.4962336,101.84365509999999
Klinik Kesihatan Tenglu,clinic,healthcare,,Government,2.494703,103.800974
Sekolah Kebangsaan (Felda) Redong,primary,education,,Public School,2.503836055,103.015902
Sekolah Jenis Kebangsaan (Cina) Tenang,primary,education,,Public School,2.47047669,103.0528843
Sekolah Kebangsaan Pekan Air Panas,primary,education,,Public School,2.4739294999999997,103.05644090000001
Klinik Desa Felda Redong,clinic,healthcare,,Government,2.50672,103.01720999999999
Sekolah Kebangsaan Kampong Tenang,primary,education,,Public School,2.475383333,103.0681667
Klinik Kesihatan Pekan Air Panas,clinic,healthcare,,Government,2.47231,103.05798
Sekolah Rendah Agama Bersepadu Segamat,primary,education,,Public School,2.48269078,102.8507584
Sekolah Jenis Kebangsaan (Cina) Bukit Siput,primary,education,,Public School,2.485142695,102.8461772
Sekolah Menengah Kebangsaan Paduka Tuan,secondary,education,,Public School,2.492672592,102.843951
Sekolah Menengah Kebangsaan Dato' Bentara Dalam,secondary,education,,Public School,2.493235323,102.8419125
Sekolah Jenis Kebangsaan (Tamil) Bandar Segamat,primary,education,,Public School,2.4952986669999997,102.8451794
Kolej Vokasional Segamat,secondary,education,,Public School,2.496547391,102.859084
Sekolah Menengah Kebangsaan Agama Segamat,cluster,education,,Public School,2.498080157,102.85780729999999
Sekolah Kebangsaan Segamat Baru,primary,education,,Public School,2.5007705330000003,102.8498304
Sekolah Kebangsaan Bandar Putra,primary,education,,Public School,2.5018959880000002,102.8514504
Sekolah Menengah Kebangsaan Bandar Putra,secondary,education,,Public School,2.500138135,102.863692
Sekolah Jenis Kebangsaan (Cina) Jagoh,primary,education,,Public School,2.496617062,102.8694212
Sekolah Kebangsaan Kampong Jawa,primary,education,,Public School,2.506203522,102.8346625
Sekolah Kebangsaan Kampung Paya Besar,primary,education,,Public School,2.444625218,102.8425348
Sekolah Jenis Kebangsaan (Cina) Li Chi,primary,education,,Public School,2.50347,102.82785
Sekolah Jenis Kebangsaan (Tamil) Ladang Segamat,primary,education,,Public School,2.49035,102.8882833
Sekolah Kebangsaan Canossian Convent,primary,education,,Public School,2.506569293,102.82774509999999
Sekolah Kebangsaan Pogoh,primary,education,,Public School,2.475147427,102.81388340000001
Sekolah Kebangsaan Melayu Raya,primary,education,,Public School,2.4462625559999998,102.8827196
Klinik Kesihatan Bandar Putra,clinic,healthcare,,Government,2.4942599999999997,102.86282
Klinik Desa Kampung Jawa,clinic,healthcare,,Government,2.5068099999999998,102.83606999999999
Klinik Desa Paya Pulai,clinic,healthcare,,Government,2.48795,102.82023000000001
Klinik Desa Melayu Raya,clinic,healthcare,,Government,2.44358,102.87984
Sekolah Jenis Kebangsaan (Cina) Seg Hwa,primary,education,,Public School,2.508804113,102.81678559999999
Sekolah Kebangsaan Bukit Hampar,primary,education,,Public School,2.512456455,102.81845390000001
Klinik Kesihatan Segamat,clinic,healthcare,,Government,2.50516,102.81534
Hospital Segamat,hospital,healthcare,,Government,2.50516,102.81534
Klinik Desa Kampung Pogoh,clinic,healthcare,,Government,2.4737299999999998,102.80516999999999
Sekolah Kebangsaan Temenggong Abdul Rahman,primary,education,,Public School,2.5143027190000002,102.8154445
Sekolah Menengah Kebangsaan Tinggi Segamat,secondary,education,,Public School,2.51601232,102.8144681
Sekolah Menengah Agama Al-Khairiah Segamat,secondary,education,,Public School,2.519017514,102.8162438
Sekolah Jenis Kebangsaan (Cina) Kg Baru Tampin,primary,education,,Public School,2.47779,102.23
Sekolah Menengah Kebangsaan Tunku Syed Idrus,secondary,education,,Public School,2.47534,102.227
Sekolah Kebangsaan Tengku Zainun,primary,education,,Public School,2.474208,102.226789
Sekolah Kebangsaan Dr. Sulaiman,primary,education,,Public School,2.47377,102.229
Sekolah Kebangsaan Tunku Besar Tampin,cluster,education,,Public School,2.47362,102.223
Sekolah Menengah Kebangsaan Tunku Besar,secondary,education,,Public School,2.4744200000000003,102.221
Sekolah Jenis Kebangsaan (Tamil) Tampin,primary,education,,Public School,2.47261,102.228
Sekolah Menengah Kebangsaan Pulau Sebang,secondary,education,,Public School,2.46883,102.227
Sekolah Menengah Kebangsaan Sultan Mansor Shah,secondary,education,,Public School,2.468016,102.22659200000001
Sekolah Menengah Agama Repah,secondary,education,,Public School,2.49373,102.23899999999999
Sekolah Menengah Kebangsaan Taman Indah,secondary,education,,Public School,2.480138,102.24267900000001
Sekolah Jenis Kebangsaan (Cina) Chung Hua Tampin,primary,education,,Public School,2.46726,102.23200000000001
Sekolah Jenis Kebangsaan (Cina) Pay Chee,primary,education,,Public School,2.466335551,102.2281843
Sekolah Jenis Kebangsaan (Tamil) Pulau Sebang,primary,education,,Public School,2.4535010930000003,102.22694190000001
Sekolah Kebangsaan Pulau Sebang,primary,education,,Public School,2.4486310000000002,102.23163199999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Gadek,primary,education,,Public School,2.453723,102.24923000000001
Sekolah Jenis Kebangsaan (Cina) Taboh Naning,primary,education,,Public School,2.48089,102.18799999999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Repah,primary,education,,Public School,2.5185400000000002,102.25200000000001
Hospital Tampin,hospital,healthcare,,Government,2.471155,102.228212
Klinik Desa Padang Sebang,clinic,healthcare,,Government,2.45757,102.23083000000001
Klinik Desa Pulau Sebang,clinic,healthcare,,Government,2.451027,102.228287
Pulau Sebang/Tampin,ktm komuter,transportation,KTM Seremban Line,,2.4633439999999998,102.22709300000001
Sekolah Kebangsaan Linggi,cluster,education,,Public School,2.493694,102.002711
Sekolah Jenis Kebangsaan (Cina) Chung Pin,primary,education,,Public School,2.494036,102.003578
Sekolah Menengah Kebangsaan Datuk Muhammad Yusof,secondary,education,,Public School,2.4951529999999997,102.003411
Sekolah Kebangsaan Permatang Pasir,primary,education,,Public School,2.464389,102.01799999999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Tampin Linggi,primary,education,,Public School,2.515658,101.996314
Sekolah Jenis Kebangsaan (Cina) Yik Hwa,primary,education,,Public School,2.44912,102.016
Klinik Desa Tampin Linggi,clinic,healthcare,,Government,2.51563,101.99774000000001
Klinik Desa Pengkalan Kempas,clinic,healthcare,,Government,2.44705,102.01782
